basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	linenumb	relhead	relmom	relindex	paidcash	sex	monbirth	yearbirt	age	resident	gradecom	inschool	worknow	workpast
9	203	203	9	203	203	11167	1	4	4	4	34	-9	1	1	1984	18	1	4	1	0	0
7	64	64	7	3046	64	10755	2	1	0	1	2	-9	1	3	1956	46	1	6	0	1	-9
9	203	203	9	203	203	11167	1	5	18	3	11	0	2	3	1915	87	1	1	0	0	0
7	64	64	7	3046	64	10755	2	2	1	32	32	-9	2	4	1955	47	1	6	0	1	-9
7	64	64	7	3046	64	10755	2	3	4	4	6	-9	1	7	1975	26	1	6	0	1	-9
7	64	64	7	3046	64	10755	2	4	5	5	7	-9	2	12	1989	12	1	4	0	1	-9
7	64	64	7	3046	64	10755	2	5	31	31	31	0	2	4	2001	1	3	-9	-9	-9	-9
4	122	122	4	122	122	10565	1	1	0	1	2	-9	1	11	1946	55	1	5	0	0	1
4	122	122	4	122	122	10565	1	2	1	32	32	-9	2	10	1946	55	1	5	0	1	-9
4	122	122	4	122	122	10565	1	3	4	4	6	-9	1	6	1979	22	1	8	0	1	-9
4	122	122	4	122	122	10565	1	4	5	5	34	-9	2	10	1983	18	1	11	1	0	0
4	122	122	4	122	122	10565	1	5	18	3	11	0	2	9	1927	74	1	1	0	0	0
9	210	210	313	210	210	11171	1	1	0	1	2	-9	1	3	1963	39	1	3	0	1	-9
9	210	210	313	210	210	11171	1	2	1	32	32	-9	2	12	1961	40	1	5	0	1	-9
9	210	210	313	210	210	11171	1	3	5	5	34	-9	2	1	1984	18	1	9	0	0	0
9	210	210	313	210	210	11171	1	4	4	4	6	-9	1	9	1986	15	1	6	0	1	-9
9	210	210	313	210	210	11171	1	5	4	4	6	-9	1	4	1991	11	1	4	1	0	0
9	210	210	313	210	210	11171	1	6	4	4	6	-9	1	12	1996	5	1	-9	-9	-9	-9
3	263	263	3	263	263	10426	1	1	0	1	2	-9	1	8	1946	55	1	15	0	1	-9
3	263	263	3	263	263	10426	1	2	1	32	32	-9	2	10	1960	41	1	12	0	1	-9
24	2	2	24	2398	2	12746	1	1	0	1	2	-9	1	1	1961	41	1	3	0	1	-9
3	263	263	3	263	263	10426	1	3	4	4	6	-9	1	4	1979	23	1	15	0	1	-9
24	2	2	24	2398	2	12746	1	2	1	32	32	-9	2	5	1965	37	1	3	0	1	-9
24	2	2	24	2398	2	12746	1	3	4	4	34	-9	1	6	1983	19	1	4	0	1	-9
24	2	2	24	2398	2	12746	1	4	4	4	6	-9	1	12	1988	13	1	10	1	0	0
3	263	263	3	263	263	10426	1	4	5	5	7	-9	2	7	1980	21	1	15	0	1	-9
24	2	2	24	2398	2	12746	1	5	5	5	7	-9	2	1	1991	11	1	4	1	0	0
24	2	2	24	2398	2	12746	1	6	5	5	7	-9	2	9	1992	9	1	3	1	0	0
24	2	2	24	2398	2	12746	1	7	5	5	7	-9	2	1	1994	8	1	0	1	0	0
3	263	263	3	263	263	10426	1	5	5	5	34	-9	2	1	1984	18	1	12	1	0	0
3	263	263	3	263	263	10426	1	6	4	4	6	-9	1	9	1988	13	1	8	1	0	0
3	263	263	3	263	263	10426	1	7	16	27	14	0	2	6	1985	17	1	11	1	0	0
24	2	2	24	2398	2	12746	1	8	4	4	6	-9	1	2	1996	6	1	0	0	0	0
9	36	36	9	36	36	11016	1	1	0	32	32	-9	2	3	1956	46	3	4	0	1	-9
9	36	36	9	36	36	11016	1	2	19	19	1	0	1	8	1980	21	3	5	0	1	-9
9	36	36	9	36	36	11016	1	3	5	5	34	0	2	5	1983	19	3	11	0	1	-9
9	36	36	9	36	36	11016	1	4	6	6	12	0	1	11	1957	44	2	4	0	0	0
9	36	36	9	36	36	11016	1	5	16	16	14	0	2	12	1993	8	2	1	1	0	0
9	88	88	9	88	88	11061	1	1	0	32	32	-9	2	12	1955	46	1	3	0	1	-9
9	88	88	9	88	88	11061	1	2	4	4	34	-9	1	7	1983	18	1	6	0	1	-9
9	88	88	9	88	88	11061	1	3	5	5	7	-9	2	3	1987	15	1	13	0	1	-9
9	88	88	9	88	88	11061	1	4	5	5	7	-9	2	5	1989	13	1	5	1	0	1
9	88	88	9	88	88	11061	1	5	5	5	7	-9	2	8	1990	11	1	3	0	1	-9
9	88	88	9	88	88	11061	1	6	5	5	7	-9	2	11	1995	6	1	0	0	0	0
7	168	168	7	168	168	10840	1	1	0	1	2	-9	1	1	1949	53	1	9	0	1	-9
7	168	168	7	168	168	10840	1	2	1	32	32	-9	2	2	1952	50	1	6	0	1	-9
7	168	168	7	168	168	10840	1	3	4	4	6	-9	1	5	1977	24	1	9	0	1	-9
7	40	40	7	40	40	10737	1	1	0	1	2	-9	1	1	1951	51	1	10	0	0	0
7	168	168	7	168	168	10840	1	4	4	4	34	-9	1	12	1983	18	1	11	0	1	-9
7	40	40	7	40	40	10737	1	2	1	32	32	-9	2	4	1950	51	1	6	0	1	-9
7	40	40	7	40	40	10737	1	3	4	4	6	-9	1	10	1978	23	1	12	0	1	-9
7	168	168	7	168	168	10840	1	5	5	5	7	-9	2	12	1985	16	1	9	1	0	0
10	153	153	10	153	153	11278	1	1	0	1	2	-9	1	1	1953	49	1	9	0	1	-9
7	40	40	7	40	40	10737	1	4	4	4	34	-9	1	5	1983	18	1	11	0	0	1
10	153	153	10	153	153	11278	1	2	1	32	32	-9	2	2	1953	49	1	6	0	0	0
10	153	153	10	153	153	11278	1	3	4	4	6	-9	1	2	1979	23	1	13	0	1	-9
7	40	40	7	40	40	10737	1	5	5	5	7	-9	2	1	1989	13	1	6	1	0	0
10	153	153	10	153	153	11278	1	4	4	4	6	-9	1	3	1981	21	1	13	0	0	1
10	153	153	10	153	153	11278	1	5	4	4	34	-9	1	7	1983	18	1	13	1	1	-9
7	40	40	7	40	40	10737	1	6	5	5	7	0	2	3	1975	26	1	15	0	1	-9
10	153	153	10	153	153	11278	1	6	19	19	21	0	1	11	1969	32	1	13	0	1	-9
10	153	153	10	153	153	11278	1	7	5	5	7	0	2	8	1977	24	1	13	0	1	-9
10	153	153	10	153	153	11278	1	8	9	9	16	0	2	3	1999	3	1	-9	-9	-9	-9
7	40	40	7	40	40	10737	1	7	31	14	28	0	1	5	1955	46	1	15	0	1	-9
10	153	153	10	153	153	11278	1	9	27	16	14	0	2	3	1972	30	1	15	0	1	-9
7	40	40	7	40	40	10737	1	8	31	14	28	0	2	7	1962	39	1	15	0	1	-9
7	40	40	7	40	40	10737	1	9	31	28	28	0	2	5	1980	21	1	15	0	0	0
4	164	164	4	164	164	10603	1	1	0	1	2	-9	1	8	1946	55	1	10	0	1	-9
4	164	164	4	164	164	10603	1	2	1	32	32	-9	2	6	1955	46	1	4	0	1	-9
4	164	164	4	164	164	10603	1	3	5	5	7	-9	2	11	1978	23	1	9	0	1	-9
4	164	164	4	164	164	10603	1	4	4	4	34	-9	1	3	1984	18	1	6	1	1	-9
4	164	164	4	164	164	10603	1	5	5	5	7	-9	2	10	1990	11	1	3	1	0	0
7	71	71	7	71	71	10761	1	1	0	32	32	-9	2	6	1953	48	1	9	0	1	-9
7	71	71	7	71	71	10761	1	2	5	5	7	-9	2	7	1973	28	1	13	0	1	-9
7	71	71	7	71	71	10761	1	3	4	4	6	-9	1	3	1979	22	1	12	1	0	0
7	71	71	7	71	71	10761	1	4	4	4	34	-9	1	8	1983	18	1	9	1	0	0
7	71	71	7	71	71	10761	1	5	5	5	7	-9	2	12	1989	12	1	4	1	0	0
7	71	71	7	71	71	10761	1	6	4	4	6	-9	1	4	1995	6	1	0	1	0	0
10	184	184	10	184	184	11308	1	1	0	1	2	-9	1	10	1955	48	1	9	0	1	-9
10	184	184	10	184	184	11308	1	2	1	32	32	-9	2	12	1956	45	1	12	0	1	-9
10	184	184	10	184	184	11308	1	3	5	5	34	-9	2	11	1983	18	1	10	0	0	0
10	184	184	10	184	184	11308	1	4	5	5	7	-9	2	1	1995	7	1	0	0	0	0
10	184	184	10	184	184	11308	1	5	5	5	7	0	2	7	1982	19	1	12	0	0	0
10	184	184	10	184	184	11308	1	6	19	19	21	0	1	8	1977	24	1	16	0	0	0
17	134	134	333	3101	134	12363	1	1	0	1	2	-9	1	5	1960	42	1	11	0	1	-9
17	134	134	333	3101	134	12363	1	2	1	32	32	-9	2	4	1962	40	1	11	0	1	-9
17	134	134	333	3101	134	12363	1	3	4	4	34	-9	1	10	1983	18	1	13	1	1	-9
16	38	38	267	38	38	12182	1	1	0	1	2	-9	1	12	1958	43	1	5	0	0	1
16	38	38	267	38	38	12182	1	2	1	32	32	-9	2	12	1959	42	1	10	0	1	-9
17	134	134	333	3101	134	12363	1	4	5	5	7	-9	2	12	1985	16	1	10	1	0	0
16	38	38	267	38	38	12182	1	3	5	5	7	0	2	11	1981	20	1	11	0	0	0
17	134	134	333	3101	134	12363	1	5	4	4	6	-9	1	3	1987	15	1	9	1	0	0
16	38	38	267	38	38	12182	1	4	9	9	16	0	2	8	2001	0	1	-9	-9	-9	-9
16	38	38	267	38	38	12182	1	5	19	19	1	0	1	9	1982	19	1	12	0	0	1
17	134	134	333	3101	134	12363	1	6	5	5	7	-9	2	9	1989	12	1	6	1	0	0
16	38	38	267	38	38	12182	1	6	5	5	34	0	2	8	1983	18	1	12	0	0	0
17	134	134	333	3101	134	12363	1	7	4	4	6	-9	1	5	1992	10	1	4	1	0	0
10	162	162	10	2200	162	11286	1	1	0	1	2	-9	1	12	1961	40	1	11	0	1	-9
10	162	162	10	2200	162	11286	1	2	1	32	32	-9	2	2	1960	42	1	11	0	1	-9
10	162	162	10	2200	162	11286	1	3	4	4	34	-9	1	11	1983	18	1	10	1	0	0
9	138	138	9	138	138	11103	1	1	0	1	2	-9	1	7	1943	58	1	4	0	1	-9
9	138	138	9	138	138	11103	1	2	1	32	32	-9	2	2	1942	60	1	5	0	1	-9
9	138	138	9	138	138	11103	1	3	4	4	34	-9	1	11	1983	18	1	6	0	1	-9
9	138	138	9	138	138	11103	1	4	6	21	12	0	1	5	1966	36	1	3	0	1	-9
7	111	111	210	4086	111	10796	1	1	0	1	2	-9	1	8	1961	40	1	6	0	0	0
7	111	111	210	4086	111	10796	1	2	1	32	32	-9	2	10	1963	38	1	3	0	1	-9
7	111	111	210	4086	111	10796	1	3	5	5	7	-9	2	5	1982	20	1	14	1	0	0
7	111	111	210	4086	111	10796	1	4	4	4	34	-9	1	9	1983	18	1	13	0	1	-9
7	111	111	210	4086	111	10796	1	5	4	4	6	-9	1	7	1989	13	1	6	1	0	0
7	111	111	210	4086	111	10796	1	6	5	5	7	-9	2	6	1993	9	1	2	1	0	0
7	111	111	210	4086	111	10796	1	7	27	16	14	0	2	3	1989	13	1	4	1	0	0
12	126	126	12	3309	126	11617	2	1	0	32	32	-9	2	2	1967	35	1	9	0	1	-9
12	126	126	12	3309	126	11617	2	2	5	5	7	-9	2	6	1993	8	1	2	1	0	0
12	126	126	12	3309	126	11617	2	3	14	14	13	0	2	9	1972	29	2	10	0	0	0
9	164	191	309	3319	191	11155	1	1	0	1	2	-9	1	3	1963	39	1	6	0	0	0
9	164	191	309	3319	191	11155	1	2	1	32	32	-9	2	11	1965	36	1	11	0	1	-9
9	164	191	309	3319	191	11155	1	3	5	5	34	-9	2	11	1983	18	1	9	1	1	-9
9	164	191	309	3319	191	11155	1	4	4	4	6	-9	1	7	1985	16	1	3	0	0	0
9	164	191	309	3319	191	11155	1	5	5	5	7	-9	2	11	1989	12	1	2	1	0	0
9	164	191	309	3319	191	11155	1	6	5	5	7	-9	2	4	1992	10	1	2	1	0	0
9	164	191	309	3319	191	11155	1	7	4	4	6	-9	1	7	1995	6	1	0	1	0	0
9	164	191	309	3319	191	11155	1	8	5	5	7	-9	2	3	1998	4	1	-9	-9	-9	-9
9	164	191	309	3319	191	11155	1	9	5	5	7	-9	2	1	2001	1	1	-9	-9	-9	-9
1	75	75	206	4094	75	10044	1	1	0	1	2	-9	1	7	1948	53	1	1	0	1	-9
1	75	75	206	4094	75	10044	1	2	1	32	32	-9	2	5	1949	53	1	5	0	1	-9
1	75	75	206	4094	75	10044	1	3	4	4	6	-9	1	8	1973	28	1	9	0	1	-9
1	75	75	206	4094	75	10044	1	4	4	4	6	-9	1	4	1977	25	1	12	0	0	0
1	75	75	206	4094	75	10044	1	5	4	4	6	-9	1	3	1979	23	1	8	0	1	-9
1	75	75	206	4094	75	10044	1	6	5	5	7	-9	2	7	1981	20	1	13	0	0	0
1	75	75	206	4094	75	10044	1	7	5	5	7	0	2	10	1975	26	1	13	1	0	0
1	75	75	206	4094	75	10044	1	8	8	8	15	0	1	11	2000	1	1	-9	-9	-9	-9
1	75	75	206	4094	75	10044	1	9	5	5	34	0	2	7	1983	19	1	10	0	0	0
1	75	75	206	4094	75	10044	1	10	8	8	4	0	1	3	2001	1	1	-9	-9	-9	-9
1	75	75	206	4094	75	10044	1	11	9	9	16	0	2	1	1998	4	1	-9	-9	-9	-9
1	75	75	206	4094	75	10044	1	12	8	8	15	0	1	3	2000	2	1	-9	-9	-9	-9
12	15	15	12	15	15	11536	1	1	0	1	2	-9	1	9	1956	45	1	3	0	1	-9
12	15	15	12	15	15	11536	1	2	1	32	32	-9	2	4	1957	45	1	6	0	1	-9
12	15	15	12	15	15	11536	1	3	5	5	7	-9	2	12	1980	21	1	11	0	0	1
12	15	15	12	15	15	11536	1	4	5	5	34	-9	2	5	1983	19	1	9	0	0	0
12	15	15	12	15	15	11536	1	5	3	18	11	0	2	10	1927	74	1	6	0	0	0
12	15	15	12	15	15	11536	1	6	4	21	12	0	1	10	1963	38	1	6	0	0	1
12	15	15	12	15	15	11536	1	7	7	22	13	0	2	1	1958	44	1	6	0	0	0
12	15	15	12	15	15	11536	1	8	15	26	14	0	1	9	1979	22	1	11	0	0	0
9	63	63	9	63	63	11041	1	1	0	1	2	-9	1	11	1939	62	1	13	0	1	-9
9	63	63	9	63	63	11041	1	2	1	32	32	-9	2	2	1946	56	1	10	0	1	-9
12	15	15	12	15	15	11536	1	9	15	26	14	0	1	9	1986	15	1	9	1	0	0
9	63	63	9	63	63	11041	1	3	4	4	6	-9	1	2	1973	29	1	14	0	0	0
12	15	15	12	15	15	11536	1	10	16	27	14	0	2	2	1989	13	1	9	1	0	0
9	63	63	9	63	63	11041	1	4	4	4	6	-9	1	5	1978	24	1	15	0	1	-9
12	15	15	12	15	15	11536	1	11	15	26	14	0	1	4	1985	17	1	5	1	0	0
9	63	63	9	63	63	11041	1	5	5	5	7	-9	2	8	1980	21	1	15	0	1	-9
9	63	63	9	63	63	11041	1	6	4	4	34	-9	1	7	1983	18	1	12	0	0	0
10	174	174	238	174	174	11298	1	1	0	1	2	-9	1	6	1956	45	1	14	0	1	-9
10	174	174	238	174	174	11298	1	2	1	32	32	-9	2	4	1960	42	1	10	0	1	-9
10	174	174	238	174	174	11298	1	3	4	4	6	-9	1	4	1981	21	1	15	1	0	0
10	174	174	238	174	174	11298	1	4	5	5	34	-9	2	11	1983	18	1	13	1	1	-9
10	174	174	238	174	174	11298	1	5	4	4	6	-9	1	4	1985	17	1	11	1	1	-9
10	174	174	238	174	174	11298	1	6	4	4	6	-9	1	7	1989	12	1	8	1	0	0
10	174	174	238	174	174	11298	1	7	4	4	6	-9	1	6	1990	11	1	5	1	0	0
10	174	174	238	174	174	11298	1	8	4	4	6	-9	1	4	1992	10	1	2	1	0	0
10	174	174	238	174	174	11298	1	9	5	5	7	-9	2	9	1995	6	1	0	1	0	0
10	174	174	238	174	174	11298	1	10	4	4	6	-9	1	1	1997	5	1	-9	-9	-9	-9
10	174	174	238	174	174	11298	1	11	21	6	12	0	1	8	1973	28	1	9	0	1	-9
10	174	174	238	174	174	11298	1	12	7	22	13	0	2	7	1967	34	1	6	0	0	0
10	174	174	238	174	174	11298	1	13	16	16	14	0	2	5	1996	5	1	-9	-9	-9	-9
10	174	174	238	174	174	11298	1	14	15	15	14	0	1	6	1998	3	1	-9	-9	-9	-9
10	174	174	238	174	174	11298	1	15	16	16	14	0	2	4	2000	2	1	-9	-9	-9	-9
10	174	174	238	174	174	11298	1	16	31	31	31	0	1	8	1981	21	2	15	1	0	0
10	174	174	238	174	174	11298	1	17	31	31	31	0	1	-8	1983	18	2	12	1	0	0
10	91	91	17	4018	91	11236	1	1	0	1	2	-9	1	11	1953	48	1	4	0	1	-9
10	91	91	17	4018	91	11236	1	2	1	32	32	-9	2	6	1956	45	1	11	0	1	-9
10	91	91	17	4018	91	11236	1	3	4	4	34	-9	1	9	1983	18	1	13	1	1	-9
10	91	91	17	4018	91	11236	1	4	4	4	6	-9	1	6	1986	15	1	10	1	0	0
10	91	91	17	4018	91	11236	1	5	5	5	7	-9	2	8	1987	14	1	9	1	0	0
9	131	131	9	131	131	11096	1	1	0	1	2	-9	1	2	1957	45	1	9	0	1	-9
9	131	131	9	131	131	11096	1	2	1	32	32	-9	2	11	1953	48	1	3	0	1	-9
9	131	131	9	131	131	11096	1	3	4	4	34	-9	1	9	1983	18	1	8	0	1	-9
9	131	131	9	131	131	11096	1	4	4	4	6	-9	1	4	1986	16	1	6	0	1	-9
9	131	131	9	131	131	11096	1	5	5	5	7	-9	2	7	1990	11	1	4	1	0	0
9	131	131	9	131	131	11096	1	6	5	5	7	-9	2	12	1993	9	1	2	1	0	0
9	131	131	9	131	131	11096	1	7	19	19	21	0	1	6	1982	20	1	9	0	1	-9
9	131	131	9	131	131	11096	1	8	5	5	7	0	2	9	1980	21	1	9	0	0	0
9	131	131	9	131	131	11096	1	9	8	8	15	0	1	5	2001	1	1	-9	-9	-9	-9
9	65	65	9	65	65	11043	1	1	0	1	2	-9	1	8	1950	51	1	12	0	1	-9
9	65	65	9	65	65	11043	1	2	1	32	32	-9	2	1	1955	47	1	13	0	0	0
9	65	65	9	65	65	11043	1	3	5	5	7	-9	2	11	1980	21	1	15	1	0	0
9	65	65	9	65	65	11043	1	4	5	5	7	-9	2	1	1982	20	1	13	1	0	0
9	65	65	9	65	65	11043	1	5	4	4	34	-9	1	8	1983	18	1	13	1	0	0
9	65	65	9	65	65	11043	1	6	4	4	6	-9	1	5	1987	15	1	9	1	0	0
9	193	193	9	193	193	11157	1	1	0	1	2	-9	1	7	1958	43	1	6	0	1	-9
9	193	193	9	193	193	11157	1	2	1	32	32	-9	2	2	1950	52	1	3	0	0	0
9	193	193	9	193	193	11157	1	3	5	5	7	-9	2	1	1981	21	1	11	0	0	0
9	193	193	9	193	193	11157	1	4	4	4	6	-9	1	5	1982	20	1	8	0	0	1
9	193	193	9	193	193	11157	1	5	4	4	34	-9	1	12	1983	18	1	8	0	1	-9
9	193	193	9	193	193	11157	1	6	5	5	7	-9	2	11	1986	15	1	10	1	0	0
9	193	193	9	193	193	11157	1	7	4	4	6	-9	1	3	1988	14	1	3	0	0	0
9	193	193	9	193	193	11157	1	8	4	4	6	-9	1	6	1990	11	1	5	1	0	0
9	193	193	9	193	193	11157	1	9	5	5	7	-9	2	6	1993	9	1	2	1	0	0
12	94	94	217	94	94	11592	1	1	0	32	32	-9	2	3	1947	55	1	17	0	1	-9
12	94	94	217	94	94	11592	1	2	4	4	6	-9	1	8	1975	26	1	14	0	0	0
12	94	94	217	94	94	11592	1	3	4	4	6	-9	1	10	1979	22	1	15	1	0	0
12	94	94	217	94	94	11592	1	4	4	4	34	-9	1	9	1983	18	1	9	1	0	0
12	94	94	217	94	94	11592	1	5	4	4	6	-9	1	12	1986	15	1	10	1	0	0
9	202	202	9	202	202	11166	1	1	0	1	2	-9	1	3	1959	43	1	6	0	1	-9
9	202	202	9	202	202	11166	1	2	1	32	32	-9	2	8	1955	46	1	3	0	1	-9
9	202	202	9	202	202	11166	1	3	4	4	6	-9	1	3	1982	20	1	0	0	1	-9
9	202	202	9	202	202	11166	1	4	4	4	34	-9	1	2	1984	18	1	3	0	1	-9
9	202	202	9	202	202	11166	1	5	4	4	6	-9	1	7	1986	15	1	3	0	1	-9
9	202	202	9	202	202	11166	1	6	5	5	7	-9	2	10	1988	13	1	6	1	0	0
9	202	202	9	202	202	11166	1	7	5	5	7	-9	2	8	1990	11	1	0	1	0	0
9	202	202	9	202	202	11166	1	8	4	4	6	-9	1	1	1996	6	1	0	1	0	0
9	202	202	9	202	202	11166	1	9	9	9	16	0	2	2	1995	7	1	0	1	0	0
9	57	57	9	57	57	11035	1	1	0	1	2	-9	1	2	1948	54	1	8	0	1	-9
9	57	57	9	57	57	11035	1	2	1	32	32	-9	2	11	1951	50	1	10	0	1	-9
9	57	57	9	57	57	11035	1	3	4	4	6	-9	1	9	1975	26	1	12	0	1	-9
9	57	57	9	57	57	11035	1	4	5	5	7	-9	2	11	1980	21	1	12	0	0	1
9	57	57	9	57	57	11035	1	5	5	5	34	-9	2	7	1983	18	1	12	1	1	-9
9	57	57	9	57	57	11035	1	6	4	4	6	-9	1	11	1988	13	1	6	1	0	0
9	57	57	9	57	57	11035	1	7	4	4	6	-9	1	8	1990	11	1	5	1	0	0
9	57	57	9	57	57	11035	1	8	5	5	7	0	2	7	1973	28	1	12	0	0	0
9	57	57	9	57	57	11035	1	9	8	8	15	0	1	9	1999	2	1	-9	-9	-9	-9
9	57	57	9	57	57	11035	1	10	4	4	6	-9	1	5	1979	23	1	12	0	1	-9
9	57	57	9	57	57	11035	1	11	20	20	22	0	2	11	1979	22	1	11	0	0	0
9	57	57	9	57	57	11035	1	12	8	8	15	0	1	3	2002	0	1	-9	-9	-9	-9
17	73	73	245	3096	73	12317	1	1	0	7	13	0	2	1	1959	43	1	11	0	1	-9
17	73	73	245	3096	73	12317	1	2	7	32	32	-9	2	7	1960	41	1	10	0	0	0
17	73	73	245	3096	73	12317	1	3	15	4	34	-9	1	6	1983	18	1	12	1	0	0
9	57	57	9	57	57	11035	1	13	3	18	11	0	2	5	1926	76	1	0	0	0	0
17	73	73	245	3096	73	12317	1	4	16	16	14	0	2	3	1982	20	1	15	1	0	0
12	68	68	12	68	68	11571	1	1	0	1	2	-9	1	6	1949	53	1	13	0	1	-9
17	73	73	245	3096	73	12317	1	5	15	15	14	0	1	2	1988	14	1	8	1	0	0
17	73	73	245	3096	73	12317	1	6	3	3	11	0	2	2	1930	72	1	1	0	0	0
12	68	68	12	68	68	11571	1	2	1	32	32	-9	2	9	1955	46	1	11	0	1	-9
12	68	68	12	68	68	11571	1	3	4	4	6	-9	1	12	1977	24	1	11	1	0	1
12	68	68	12	68	68	11571	1	4	4	4	34	0	1	7	1983	19	1	9	0	0	0
9	57	57	9	57	57	11035	1	14	15	26	14	0	1	2	1979	23	1	15	0	0	0
12	68	68	12	68	68	11571	1	5	20	20	1	0	2	4	1981	21	1	11	0	0	0
12	68	68	12	68	68	11571	1	6	8	8	4	0	1	2	2002	0	1	-9	-9	-9	-9
12	68	68	12	68	68	11571	1	7	9	9	16	0	2	2	1994	8	1	2	1	0	0
12	68	68	12	68	68	11571	1	8	9	9	16	0	2	3	1997	5	1	-9	-9	-9	-9
12	68	68	12	68	68	11571	1	9	9	9	16	0	2	8	1998	3	1	-9	-9	-9	-9
9	61	61	9	61	61	11039	1	1	0	1	2	-9	1	5	1944	58	1	6	0	1	-9
9	61	61	9	61	61	11039	1	2	1	32	32	-9	2	4	1951	51	1	6	0	1	-9
9	61	61	9	61	61	11039	1	3	4	4	6	-9	1	6	1969	32	1	15	0	1	-9
9	61	61	9	61	61	11039	1	4	5	5	7	-9	2	10	1972	29	1	11	0	1	-9
9	61	61	9	61	61	11039	1	5	4	4	6	-9	1	2	1974	28	1	4	0	1	-9
9	61	61	9	61	61	11039	1	6	5	5	7	-9	2	8	1975	26	1	11	0	1	-9
9	61	61	9	61	61	11039	1	7	5	5	7	-9	2	6	1979	23	1	11	0	1	-9
7	200	200	7	2553	200	10866	1	1	0	1	2	-9	1	7	1957	44	1	1	0	1	-9
9	61	61	9	61	61	11039	1	8	5	5	7	-9	2	2	1981	21	1	11	0	0	1
7	200	200	7	2553	200	10866	1	2	1	32	32	-9	2	11	1956	45	1	6	0	1	-9
9	61	61	9	61	61	11039	1	9	4	4	34	-9	1	8	1983	18	1	11	1	0	0
7	200	200	7	2553	200	10866	1	3	4	4	6	-9	1	10	1981	20	1	11	1	0	0
9	61	61	9	61	61	11039	1	10	5	5	7	-9	2	11	1985	16	1	11	1	0	0
7	200	200	7	2553	200	10866	1	4	5	5	7	-9	2	1	1983	19	1	11	0	1	-9
7	200	200	7	2553	200	10866	1	5	5	5	34	-9	2	2	1984	18	1	11	0	1	-9
7	200	200	7	2553	200	10866	1	6	4	4	6	-9	1	10	1985	16	1	10	1	0	0
4	27	27	219	27	27	10486	1	1	0	1	2	-9	1	5	1960	42	1	9	0	1	-9
4	27	27	219	27	27	10486	1	2	1	32	32	-9	2	4	1964	38	1	10	0	1	-9
4	27	27	219	27	27	10486	1	3	4	4	34	-9	1	6	1983	19	1	11	0	0	1
4	27	27	219	27	27	10486	1	4	4	4	6	-9	1	11	1985	16	1	8	0	0	1
4	27	27	219	27	27	10486	1	5	4	4	6	-9	1	5	1987	15	1	8	0	0	0
9	34	34	9	34	34	11015	1	1	0	1	2	-9	1	10	1960	41	1	6	0	1	-9
9	34	34	9	34	34	11015	1	2	1	32	32	-9	2	10	1964	37	1	5	0	1	-9
9	34	34	9	34	34	11015	1	3	4	4	6	-9	1	9	1981	20	1	5	0	1	-9
9	34	34	9	34	34	11015	1	4	4	4	34	-9	1	5	1983	19	1	6	0	1	-9
9	34	34	9	34	34	11015	1	5	4	4	6	-9	1	1	1985	17	1	8	1	0	1
9	34	34	9	34	34	11015	1	6	4	4	6	-9	1	2	1987	15	1	6	1	0	1
9	34	34	9	34	34	11015	1	7	5	5	7	-9	2	8	1991	10	1	4	1	0	0
9	34	34	9	34	34	11015	1	8	4	4	6	-9	1	12	1995	6	1	0	1	0	0
9	34	34	9	34	34	11015	1	9	4	4	6	-9	1	12	1997	4	1	-9	-9	-9	-9
9	34	34	9	34	34	11015	1	10	5	5	7	-9	2	5	2000	2	1	-9	-9	-9	-9
6	128	128	6	128	128	10718	1	1	0	1	2	-9	1	3	1963	39	1	13	0	1	-9
6	128	128	6	128	128	10718	1	2	1	32	32	-9	2	6	1965	37	1	11	0	1	-9
3	97	97	137	3351	97	10291	1	1	0	1	2	-9	1	10	1957	44	1	13	0	1	-9
6	128	128	6	128	128	10718	1	3	5	5	34	-9	2	4	1984	18	1	11	1	0	1
3	97	97	137	3351	97	10291	1	2	1	32	32	-9	2	9	1957	44	1	13	0	1	-9
6	128	128	6	128	128	10718	1	4	5	5	7	-9	2	1	1986	16	1	10	1	0	0
3	97	97	137	3351	97	10291	1	3	5	5	34	-9	2	7	1983	19	1	13	1	0	0
6	128	128	6	128	128	10718	1	5	5	5	7	-9	2	8	1988	14	1	8	1	0	0
6	128	128	6	128	128	10718	1	6	4	4	6	-9	1	8	1993	8	1	2	1	0	0
3	97	97	137	3351	97	10291	1	4	5	5	7	-9	2	3	1985	17	1	11	1	0	0
6	128	128	6	128	128	10718	1	7	5	5	7	-9	2	8	2002	0	1	-9	-9	-9	-9
3	97	97	137	3351	97	10291	1	5	5	5	7	-9	2	2	1988	14	1	8	1	0	0
3	97	97	137	3351	97	10291	1	6	4	4	6	-9	1	3	1989	13	1	8	1	0	0
3	97	97	137	3351	97	10291	1	7	27	16	14	1	2	12	1983	18	1	13	1	0	0
4	158	158	4	2427	158	10599	1	1	0	32	32	-9	2	1	1960	42	1	15	0	1	-9
4	158	158	4	2427	158	10599	1	2	1	1	2	-9	1	8	1957	44	1	11	0	0	0
4	158	158	4	2427	158	10599	1	3	4	4	6	-9	1	12	1981	20	1	13	0	0	0
4	158	158	4	2427	158	10599	1	4	5	5	34	-9	2	2	1984	18	1	12	1	0	0
